query,symbol,chr,start,end,strand,notfound
TMEM30B,CDC50B,14,61277370.0,61281761.0,-1.0,False
TMEM33,TMEM33,4,41934403.0,41960803.0,1.0,False
TMEM38A,TMEM38A,19,16661129.0,16690023.0,1.0,False
TMEM38B,TMEM38B,9,105694519.0,105776629.0,1.0,False
TMEM39A,TMEM39A,3,119428949.0,119468854.0,-1.0,False
TMEM39B,TMEM39B,1,32072031.0,32102866.0,1.0,False
TMEM40,TMEM40,3,12733528.0,12769457.0,-1.0,False
TMEM41A,TMEM41A,3,185476496.0,185499057.0,-1.0,False
TMEM41B,TMEM41B,11,9280654.0,9314636.0,-1.0,False
TMEM42,TMEM42,3,44861889.0,44865670.0,1.0,False
TMEM43,TMEM43,3,14125015.0,14143681.0,1.0,False
TMEM44-AS1,TMEM44-AS1,3,194583969.0,194590263.0,1.0,False
TMEM45B,TMEM45B,11,129815791.0,129861265.0,1.0,False
TMEM50A,TMEM50A,1,25338295.0,25362362.0,1.0,False
TMEM50B,TMEM50B,21,33432485.0,33479974.0,-1.0,False
TMEM53,TMEM53,1,44635238.0,44674481.0,-1.0,False
TMEM59,TMEM59,1,54026681.0,54053504.0,-1.0,False
TMEM60,TMEM60,7,77793728.0,77799484.0,-1.0,False
TMEM62,TMEM62,15,43123279.0,43185144.0,1.0,False
TMEM63A,TMEM63A,1,225845536.0,225884071.0,-1.0,False
TMEM63B,TMEM63B,6,44126614.0,44155520.0,1.0,False
TMEM64,TMEM64,8,90621995.0,90791632.0,-1.0,False
TMEM65,TMEM65,8,124306189.0,124372701.0,-1.0,False
TMEM68,TMEM68,8,55696424.0,55773407.0,-1.0,False
TMEM69,TMEM69,1,45688149.0,45694443.0,1.0,False
TMEM70,TMEM70,8,73972437.0,73982783.0,1.0,False
TMEM71,TMEM71,8,132685007.0,132760712.0,-1.0,False
TMEM79,TMEM79,1,156282935.0,156293185.0,1.0,False
TMEM80,TMEM80,11,695591.0,705028.0,1.0,False
TMEM86A,TMEM86A,11,18693122.0,18704785.0,1.0,False
TMEM86B,TMEM86B,19,55226638.0,55228784.0,-1.0,False
TMEM87A,TMEM87A,15,42210447.0,42274128.0,-1.0,False
TMEM87B,TMEM87B,2,112055269.0,112119318.0,1.0,False
TMEM8B,TMEM8B,9,35814451.0,35865518.0,1.0,False
TMEM9,TMEM9,1,201134772.0,201172330.0,-1.0,False
TMEM91,TMEM91,19,41350911.0,41384083.0,1.0,False
TMEM94,TMEM94,17,75441159.0,75500452.0,1.0,False
TMEM97,TMEM97,17,28319200.0,28328685.0,1.0,False
TMEM9B,TMEM9B,11,8947202.0,8965011.0,-1.0,False
TMEM9B-AS1,TMEM9B-AS1,11,8963410.0,8977527.0,1.0,False
TMF1,TMF1,3,69019827.0,69052339.0,-1.0,False
TMIGD2,TMIGD2,19,4292227.0,4302431.0,-1.0,False
TMLHE,TMLHE,X,155488606.0,155719107.0,-1.0,False
TMOD1,TMOD1,9,97501180.0,97601743.0,1.0,False
TMOD2,TMOD2,15,51751564.0,51816363.0,1.0,False
TMOD3,TMOD3,15,51829628.0,51947295.0,1.0,False
TMPO,TMPO,12,98515561.0,98550351.0,1.0,False
TMPO-AS1,TMPO-AS1,12,98512791.0,98516422.0,-1.0,False
TMPRSS3,TMPRSS3,21,42371840.0,42396119.0,-1.0,False
TMSB10,TMSB10,2,84904923.0,84906680.0,1.0,False
TMSB4X,TMSB4X,X,12975107.0,12977227.0,1.0,False
TMTC2,TMTC2,12,82686880.0,83134870.0,1.0,False
TMTC3,TMTC3,12,88142181.0,88199887.0,1.0,False
TMTC4,TMTC4,13,100603625.0,100675633.0,-1.0,False
TMUB1,TMUB1,7,151081082.0,151083514.0,-1.0,False
TMUB2,TMUB2,17,44186966.0,44191931.0,1.0,False
TMX1,TMX1,14,51240162.0,51257655.0,1.0,False
TMX2,TMX2,11,57712562.0,57742987.0,1.0,False
TMX3,TMX3,18,68673688.0,68715147.0,-1.0,False
TMX4,TMX4,20,7977346.0,8019813.0,-1.0,False
TNF,TNF,6,31575565.0,31578336.0,1.0,False
TNFAIP1,TNFAIP1,17,28335602.0,28347009.0,1.0,False
TNFAIP2,TNFAIP2,14,103121407.0,103137441.0,1.0,False
TNFAIP3,TNFAIP3,6,137866383.0,137885836.0,1.0,False
TNFAIP6,TNFAIP6,2,151357592.0,151380046.0,1.0,False
TNFAIP8,TNFAIP8,5,119268692.0,119399688.0,1.0,False
TNFAIP8L1,TNFAIP8L1,19,4639511.0,4655568.0,1.0,False
TNFAIP8L2,TNFAIP8L2,1,151156621.0,151160255.0,1.0,False
TNFRSF10A,TNFRSF10A,8,23190452.0,23225121.0,-1.0,False
TNFRSF10B,TNFRSF10B,8,23020133.0,23069071.0,-1.0,False
TNFRSF10D,TNFRSF10D,8,23135588.0,23164027.0,-1.0,False
TNFRSF12A,TNFRSF12A,16,3018445.0,3022385.0,1.0,False
TNFRSF13B,TNFRSF13B,17,16929816.0,16972118.0,-1.0,False
TNFRSF13C,TNFRSF13C,22,41922032.0,41926806.0,-1.0,False
TNFRSF14,TNFRSF14,1,2554244.0,2565382.0,1.0,False
TNFRSF14-AS1,TNFRSF14-AS1,1,2540861.0,2557059.0,-1.0,False
TNFRSF17,TNFRSF17,16,11965210.0,11968068.0,1.0,False
TNFRSF18,TNFRSF18,1,1203508.0,1206592.0,-1.0,False
TNFRSF1A,TNFRSF1A,12,6328757.0,6342114.0,-1.0,False
TNFRSF1B,TNFRSF1B,1,12166977.0,12209228.0,1.0,False
TNFRSF21,TNFRSF21,6,47231532.0,47309947.0,-1.0,False
TNFRSF25,TNFRSF25,1,6460786.0,6466181.0,-1.0,False
TNFRSF4,TNFRSF4,1,1211326.0,1214153.0,-1.0,False
TNFRSF8,TNFRSF8,1,12063303.0,12144207.0,1.0,False
TNFRSF9,TNFRSF9,1,7915871.0,7943165.0,-1.0,False
TNFSF10,TNFSF10,3,172505508.0,172523476.0,-1.0,False
TNFSF12,TNFSF12,17,7548508.0,7557890.0,1.0,False
TNFSF13B,TNFSF13B,13,108251240.0,108308484.0,1.0,False
TNFSF14,TNFSF14,19,6658085.0,6670621.0,-1.0,False
TNFSF4,TNFSF4,1,173162645.0,173477583.0,-1.0,False
TNFSF8,TNFSF8,9,114893343.0,114930595.0,-1.0,False
TNIK,TNIK,3,171058414.0,171460408.0,-1.0,False
TNIP1,TNIP1,5,151029939.0,151093577.0,-1.0,False
TNIP2,TNIP2,4,2741648.0,2756367.0,-1.0,False
TNIP3,TNIP3,4,121131408.0,121227615.0,-1.0,False
TNK1,TNK1,17,7380534.0,7389774.0,1.0,False
TNK2,TNK2,3,195863364.0,195911945.0,-1.0,False
TNKS,TNKS,8,9555912.0,9782346.0,1.0,False
TNKS1BP1,CNOT12,11,57299630.0,57325682.0,-1.0,False
TNKS2,TNKS2,10,91798426.0,91865475.0,1.0,False
TNNC2,TNNC2,20,45823214.0,45833745.0,-1.0,False
TNNI2,TNNI2,11,1838981.0,1841680.0,1.0,False
TNNT1,TNNT1,19,55132698.0,55149351.0,-1.0,False
TNNT3,TNNT3,11,1919456.0,1938711.0,1.0,False
TNPO1,TNPO1,5,72816312.0,72916741.0,1.0,False
TNPO2,TNPO2,19,12699201.0,12724011.0,-1.0,False
TNPO3,TNPO3,7,128954180.0,129055173.0,-1.0,False
TNRC18,TNRC18,7,5306790.0,5425414.0,-1.0,False
TNRC6A,TNRC6A,16,24610209.0,24827632.0,1.0,False
TNRC6B,TNRC6B,22,40044817.0,40335808.0,1.0,False
TNRC6C,TNRC6C,17,77958624.0,78108822.0,1.0,False
TNS3,TNS3,7,47275154.0,47582558.0,-1.0,False
TOB1,TOB1,17,50862223.0,50867978.0,-1.0,False
TOB2,TOB2,22,41433489.0,41446801.0,-1.0,False
TOE1,TOE1,1,45340012.0,45343976.0,1.0,False
TOGARAM1,TOGARAM1,14,44962190.0,45074431.0,1.0,False
TOGARAM2,TOGARAM2,2,28956506.0,29052236.0,1.0,False
TOLLIP,TOLLIP,11,1274371.0,1310258.0,-1.0,False
TOM1,TOM1,22,35299275.0,35347995.0,1.0,False
TOM1L2,TOM1L2,17,17843507.0,17972469.0,-1.0,False
TOMM20,TOMM20,1,235109341.0,235128846.0,-1.0,False
TOMM22,TOMM22,22,38681924.0,38685421.0,1.0,False
TOMM34,TOMM34,20,44942130.0,44960422.0,-1.0,False
TOMM40,TOMM40,19,44890569.0,44903695.0,1.0,False
TOMM40L,TOMM40L,1,161225939.0,161233754.0,1.0,False
TOMM5,TOMM5,9,37582646.0,37592609.0,-1.0,False
TOMM7,TOMM7,7,22812628.0,22822849.0,-1.0,False
TOMM70,TOMM70,3,100363431.0,100401111.0,-1.0,False
TONSL,TONSL,8,144428767.0,144444473.0,-1.0,False
TOP1,TOP1,20,41028822.0,41124487.0,1.0,False
TOP1MT,TOP1MT,8,143304384.0,143359979.0,-1.0,False
TOP2A,TOP2A,17,40388525.0,40417896.0,-1.0,False
TOP2B,TOP2B,3,25597978.0,25664973.0,-1.0,False
TOP3A,TOP3A,17,18271428.0,18315007.0,-1.0,False
TOPBP1,TOPBP1,3,133598175.0,133662380.0,-1.0,False
TOPORS,TOPORS,9,32540544.0,32552603.0,-1.0,False
TOR1A,TOR1A,9,129812942.0,129824244.0,-1.0,False
TOR1AIP1,TOR1AIP1,1,179882042.0,179920077.0,1.0,False
TOR1AIP2,TOR1AIP2,1,179839967.0,179883034.0,-1.0,False
TOR1B,TOR1B,9,129803157.0,129811281.0,1.0,False
TOR2A,TOR2A,9,127731516.0,127735355.0,-1.0,False
TOR3A,TOR3A,1,179081854.0,179098023.0,1.0,False
TOR4A,TOR4A,9,137274854.0,137282641.0,1.0,False
TOX,TOX,8,58805412.0,59119279.0,-1.0,False
TOX2,TOX2,20,43914844.0,44069616.0,1.0,False
TOX4,TOX4,14,21476597.0,21499175.0,1.0,False
TP53,TP53,17,7661779.0,7687546.0,-1.0,False
TP53BP1,TP53BP1,15,43403061.0,43510728.0,-1.0,False
TP53BP2,TP53BP2,1,223779893.0,223845954.0,-1.0,False
TP53I11,TP53I11,11,44885903.0,44951306.0,-1.0,False
TP53I13,TP53I13,17,29566052.0,29573164.0,1.0,False
TP53I3,TP53I3,2,24077433.0,24085861.0,-1.0,False
TP53INP1,TP53INP1,8,94925972.0,94949395.0,-1.0,False
TP53INP2,TP53INP2,20,34701662.0,34713439.0,1.0,False
TP53RK,TP53RK,20,46684365.0,46689444.0,-1.0,False
TP53TG1,TP53TG1,7,87322943.0,87345596.0,-1.0,False
TPCN1,TPCN1,12,113221050.0,113298589.0,1.0,False
TPCN2,TPCN2,11,69048850.0,69136316.0,1.0,False
TPD52,TPD52,8,80034745.0,80231232.0,-1.0,False
TPD52L2,TPD52L2,20,63865228.0,63891545.0,1.0,False
TPGS1,TPGS1,19,507497.0,519654.0,1.0,False
TPGS2,TPGS2,18,36777647.0,36829216.0,-1.0,False
TPI1,TPI1,12,6867119.0,6870948.0,1.0,False
TPK1,TPK1,7,144451941.0,144836419.0,-1.0,False
TPM1,TPM1,15,63042481.0,63071915.0,1.0,False
TPM2,TPM2,9,35681992.0,35690056.0,-1.0,False
TPM3,TPM3,1,154155308.0,154194648.0,-1.0,False
TPM4,TPM4,19,16067021.0,16103011.0,1.0,False
TPMT,TPMT,6,18128311.0,18155348.0,-1.0,False
TPP1,TPP1,11,6612768.0,6619448.0,-1.0,False
TPP2,TPP2,13,102596958.0,102679958.0,1.0,False
TPPP3,TPPP3,16,67389027.0,67393518.0,-1.0,False
TPR,TPR,1,186311652.0,186375693.0,-1.0,False
TPRA1,TPRA1,3,127571232.0,127598318.0,-1.0,False
TPRG1,TPRG1,3,188947214.0,189325304.0,1.0,False
TPRG1L,TPRG1L,1,3624979.0,3630131.0,1.0,False
TPRKB,TPRKB,2,73729104.0,73737421.0,-1.0,False
TPRN,TPRN,9,137191617.0,137204193.0,-1.0,False
TPSAB1,TPSAB1,16,1239266.0,1242555.0,1.0,False
TPSB2,TPSB2,16,1227272.0,1233725.0,-1.0,False
TPST1,TPST1,7,66205289.0,66420549.0,1.0,False
TPST2,TPST2,22,26521996.0,26596717.0,-1.0,False
TPT1,TPT1,13,45333471.0,45341284.0,-1.0,False
TPX2,TPX2,20,31739248.0,31801805.0,1.0,False
TRA2A,TRA2A,7,23504780.0,23532041.0,-1.0,False
TRA2B,TRA2B,3,185914558.0,185938103.0,-1.0,False
TRABD,TRABD,22,50184717.0,50199600.0,1.0,False
TRABD2A,TRABD2A,2,84821650.0,84907008.0,-1.0,False
TRAC,TRAC,14,22547506.0,22552156.0,1.0,False
TRADD,TRADD,16,67153969.0,67163760.0,-1.0,False
TRAF1,TRAF1,9,120902393.0,120931875.0,-1.0,False
TRAF2,TRAF2,9,136881903.0,136929221.0,1.0,False
TRAF3,TRAF3,14,102777326.0,102911500.0,1.0,False
TRAF3IP1,IFT54,2,238320441.0,238402114.0,1.0,False
TRAF3IP2,TRAF3IP2,6,111555381.0,111606910.0,-1.0,False
TRAF3IP2-AS1,TRAF3IP2-AS1,6,111483389.0,111598784.0,1.0,False
TRAF3IP3,TRAF3IP3,1,209756032.0,209782320.0,1.0,False
TRAF4,TRAF4,17,28744011.0,28750956.0,1.0,False
TRAF5,TRAF5,1,211326325.0,211375036.0,1.0,False
TRAF6,TRAF6,11,36483769.0,36510292.0,-1.0,False
TRAF7,TRAF7,16,2155692.0,2178129.0,1.0,False
TRAFD1,TRAFD1,12,112125514.0,112153610.0,1.0,False
TRAK1,TRAK1,3,42013624.0,42225890.0,1.0,False
TRAK2,TRAK2,2,201377207.0,201453449.0,-1.0,False
TRAM1,TRAM1,8,70573218.0,70608449.0,-1.0,False
TRAM2,TRAM2,6,52497408.0,52577077.0,-1.0,False
TRAM2-AS1,TRAM2-AS1,6,52576786.0,52643081.0,1.0,False
TRANK1,TRANK1,3,36826817.0,36945057.0,-1.0,False
TRAP1,TRAP1,16,3651639.0,3717591.0,-1.0,False
TRAPPC1,TRAPPC1,17,7930345.0,7932123.0,-1.0,False
TRAPPC10,TRAPPC10,21,44012309.0,44106553.0,1.0,False
TRAPPC11,TRAPPC11,4,183659267.0,183713594.0,1.0,False
TRAPPC12,TRAPPC12,2,3379674.0,3485094.0,1.0,False
TRAPPC12-AS1,TRAPPC12-AS1,2,3481242.0,3482409.0,-1.0,False
TRAPPC13,TRAPPC13,5,65624789.0,65666233.0,1.0,False
TRAPPC2,TRAPPC2,X,13712244.0,13734635.0,-1.0,False
TRAPPC2B,TRAPPC2B,19,57363551.0,57365405.0,1.0,False
TRAPPC2L,TRAPPC2L,16,88856220.0,88862686.0,1.0,False
TRAPPC3,TRAPPC3,1,36136570.0,36156053.0,-1.0,False
TRAPPC4,TRAPPC4,11,119018733.0,119025454.0,1.0,False
TRAPPC5,TRAPPC5,19,7680833.0,7687703.0,1.0,False
TRAPPC6A,TRAPPC6A,19,45162928.0,45178265.0,-1.0,False
TRAPPC6B,TRAPPC6B,14,39147811.0,39170532.0,-1.0,False
TRAPPC8,TRAPPC8,18,31829197.0,31953136.0,-1.0,False
TRAPPC9,TRAPPC9,8,139727725.0,140458579.0,-1.0,False
TRAT1,TRAT1,3,108822770.0,108855005.0,1.0,False
TRAV13-2,TRAV13-2,14,21918188.0,21918756.0,1.0,False
TRAV17,TRAV17,14,21997539.0,21998168.0,1.0,False
TRAV4,TRAV4,14,21736152.0,21736982.0,1.0,False
TRAV41,TRAV41,14,22320188.0,22320691.0,1.0,False
TRAV6,TRAV6,14,21768489.0,21769080.0,1.0,False
TRAV8-2,TRAV8-2,14,21846537.0,21847221.0,1.0,False
TRBC1,TRBC1,7,142791694.0,142793368.0,1.0,False
TRBC2,TRBC2,7,142801041.0,142802748.0,1.0,False
TRBV14,TRBV14,7,142587868.0,142588359.0,1.0,False
TRBV28,TRBV28,7,142720660.0,142721160.0,1.0,False
TRBV3-1,TRBV3-1,7,142308542.0,142309048.0,1.0,False
TRBV6-2,TRBV6-2,HSCHR7_2_CTG6,311095.0,311575.0,1.0,False
TRDC,TRDC,14,22462932.0,22465787.0,1.0,False
TRDMT1,TRDMT1,10,17137336.0,17202054.0,-1.0,False
TREM1,TREM1,6,41267100.0,41286682.0,-1.0,False
TREML1,TREML1,6,41149167.0,41155553.0,-1.0,False
TREML2,TREML2,6,41189749.0,41201149.0,-1.0,False
TRERF1,TRERF1,6,42224931.0,42452224.0,-1.0,False
TRG-AS1,TRG-AS1,7,38330978.0,38378804.0,1.0,False
TRGC1,TRGC1,,,,,False
TRGC2,TRGC2,7,38239580.0,38249572.0,-1.0,False
TRGV2,TRGV2,7,38362864.0,38363518.0,-1.0,False
TRGV9,TRGV9,7,38317017.0,38318861.0,-1.0,False
TRIAP1,TRIAP1,12,120443958.0,120446412.0,-1.0,False
TRIB1,TRIB1,8,125430358.0,125438403.0,1.0,False
TRIB2,TRIB2,2,12716910.0,12742734.0,1.0,False
TRIB3,TRIB3,20,362835.0,397564.0,1.0,False
TRIM11,TRIM11,1,228393672.0,228406841.0,-1.0,False
TRIM13,TRIM13,13,49995888.0,50020481.0,1.0,False
TRIM14,TRIM14,9,98068968.0,98119399.0,-1.0,False
TRIM16,TRIM16,17,15627950.0,15684311.0,-1.0,False
TRIM2,TRIM2,4,153152163.0,153339319.0,1.0,False
TRIM21,TRIM21,11,4384897.0,4393747.0,-1.0,False
TRIM22,TRIM22,11,5689610.0,5737089.0,1.0,False
TRIM23,TRIM23,5,65589690.0,65625975.0,-1.0,False
TRIM24,TRIM24,7,138460210.0,138589996.0,1.0,False
TRIM25,TRIM25,17,56836387.0,56914080.0,-1.0,False
TRIM26,TRIM26,6,30184446.0,30213435.0,-1.0,False
TRIM27,TRIM27,6,28903002.0,28923988.0,-1.0,False
TRIM28,TRIM28,19,58543740.0,58550773.0,1.0,False
TRIM3,TRIM3,11,6448613.0,6474459.0,-1.0,False
TRIM32,TRIM32,9,116687305.0,116701300.0,1.0,False
TRIM33,TRIM33,1,114392781.0,114511244.0,-1.0,False
TRIM35,TRIM35,8,27284886.0,27311289.0,-1.0,False
TRIM37,TRIM37,17,58982638.0,59106921.0,-1.0,False
TRIM38,TRIM38,6,25962777.0,25991231.0,1.0,False
TRIM39,TRIM39,6,30325880.0,30344265.0,1.0,False
TRIM4,TRIM4,7,99876958.0,99919601.0,-1.0,False
TRIM41,TRIM41,5,181222499.0,181235808.0,1.0,False
TRIM44,TRIM44,11,35662537.0,35818007.0,1.0,False
TRIM46,TRIM46,1,155173787.0,155184971.0,1.0,False
TRIM47,TRIM47,17,75874164.0,75878581.0,-1.0,False
TRIM5,TRIM5,11,5663195.0,5938619.0,-1.0,False
TRIM52,TRIM52,5,181254077.0,181262068.0,-1.0,False
TRIM56,TRIM56,7,101085234.0,101097967.0,1.0,False
TRIM58,TRIM58,1,247857187.0,247880138.0,1.0,False
TRIM59,TRIM59,3,160432445.0,160485773.0,-1.0,False
TRIM62,TRIM62,1,33145399.0,33182059.0,-1.0,False
TRIM65,TRIM65,17,75880335.0,75897014.0,-1.0,False
TRIM66,TRIM66,11,8612037.0,8682694.0,-1.0,False
TRIM68,TRIM68,11,4598672.0,4608231.0,-1.0,False
TRIM69,TRIM69,15,44728988.0,44767829.0,1.0,False
TRIM7,TRIM7,5,181193924.0,181205293.0,-1.0,False
TRIM8,TRIM8,10,102642503.0,102662789.0,1.0,False
TRIO,TRIO,5,14143342.0,14532128.0,1.0,False
TRIOBP,TRIOBP,22,37697048.0,37776556.0,1.0,False
TRIP10,TRIP10,19,6737925.0,6751530.0,1.0,False
TRIP11,TRIP11,14,91965991.0,92040896.0,-1.0,False
TRIP12,TRIP12,2,229763835.0,229923239.0,-1.0,False
TRIP13,TRIP13,5,892884.0,919357.0,1.0,False
TRIP4,TRIP4,15,64387748.0,64455305.0,1.0,False
TRIP6,TRIP6,7,100867126.0,100873524.0,1.0,False
TRIQK,TRIQK,8,92883530.0,93017786.0,-1.0,False
TRIR,TRIR,19,12730640.0,12734684.0,-1.0,False
TRIT1,TRIT1,1,39838110.0,39883511.0,-1.0,False
TRMO,TRMO,9,97894512.0,97922525.0,-1.0,False
TRMT1,TRMT1,19,13104899.0,13117567.0,-1.0,False
TRMT10A,TRMT10A,4,99546709.0,99564039.0,-1.0,False
TRMT10B,TRMT10B,9,37753774.0,37778972.0,1.0,False
TRMT10C,TRMT10C,3,101561868.0,101566446.0,1.0,False
TRMT11,TRMT11,6,125986428.0,126203817.0,1.0,False
TRMT112,TRMT112,11,64316460.0,64318074.0,-1.0,False
TRMT12,TYW2,8,124450820.0,124462150.0,1.0,False
TRMT13,TRMT13,1,100133045.0,100150496.0,1.0,False
TRMT1L,TRMT1L,1,185118085.0,185157072.0,-1.0,False
TRMT2A,TRMT2A,22,20111875.0,20117392.0,-1.0,False
TRMT2B,TRMT2B,X,101009346.0,101052135.0,-1.0,False
TRMT44,TRMT44,4,8436140.0,8493531.0,1.0,False
TRMT5,TRMT5,14,60971441.0,60981170.0,-1.0,False
TRMT6,TRMT6,20,5937228.0,5950558.0,-1.0,False
TRMT61A,TRMT61A,14,103521582.0,103537073.0,1.0,False
TRMT61B,TRMT61B,2,28849793.0,28870392.0,-1.0,False
TRMU,TRMU,22,46330875.0,46357344.0,1.0,False
TRNAU1AP,TRNAU1AP,1,28553001.0,28578545.0,1.0,False
TRNT1,TRNT1,3,3126364.0,3153435.0,1.0,False
TROAP,TROAP,12,49323216.0,49331733.0,1.0,False
TRPC4AP,TRPC4AP,20,34995209.0,35092868.0,-1.0,False
TRPM2,TRPM2,21,44350072.0,44445246.0,1.0,False
TRPM4,TRPM4,19,49157741.0,49211836.0,1.0,False
TRPM7,TRPM7,15,50552473.0,50686797.0,-1.0,False
TRPS1,TRPS1,8,115408496.0,115809673.0,-1.0,False
TRPT1,TRPT1,11,64223799.0,64226823.0,-1.0,False
TRPV1,TRPV1,17,3565444.0,3609411.0,-1.0,False
TRPV2,TRPV2,17,16415571.0,16437003.0,1.0,False
TRRAP,TRRAP,7,98877933.0,99050831.0,1.0,False
TRUB1,TRUB1,10,114938195.0,114977676.0,1.0,False
TRUB2,TRUB2,9,128305159.0,128322741.0,-1.0,False
TSC1,TSC1,9,132891348.0,132946874.0,-1.0,False
TSC2,TSC2,16,2047345.0,2089491.0,1.0,False
TSC22D1,TSC22D1,13,44432143.0,44577316.0,-1.0,False
TSC22D2,TSC22D2,3,150408298.0,150466422.0,1.0,False
TSC22D3,TSC22D3,X,107713221.0,107777342.0,-1.0,False
TSC22D4,TSC22D4,7,100466519.0,100479232.0,-1.0,False
TSEN15,TSEN15,1,184051651.0,184123978.0,1.0,False
TSEN2,TSEN2,3,12480529.0,12541549.0,1.0,False
TSEN34,TSEN34,19,54189447.0,54194538.0,1.0,False
TSEN54,TSEN54,17,75515944.0,75524736.0,1.0,False
TSFM,TSFM,12,57782731.0,57808071.0,1.0,False
TSG101,TSG101,11,18468336.0,18526965.0,-1.0,False
TSGA10,TSGA10,2,98995156.0,99154964.0,-1.0,False
TSHZ1,TSHZ1,18,75210755.0,75289950.0,1.0,False
TSHZ2,TSHZ2,20,52972358.0,53495330.0,1.0,False
TSHZ3,TSHZ3,19,31149979.0,31349436.0,-1.0,False
TSKS,TSKS,19,49739753.0,49763306.0,-1.0,False
TSN,TSN,2,121737103.0,121767853.0,1.0,False
TSNARE1,TSNARE1,8,142212077.0,142403213.0,-1.0,False
TSNAX,TSNAX,1,231528541.0,231566524.0,1.0,False
TSPAN13,TSPAN13,7,16753745.0,16784536.0,1.0,False
TSPAN14,TSPAN14,10,80454162.0,80533124.0,1.0,False
TSPAN15,TSPAN15,10,69451150.0,69507676.0,1.0,False
TSPAN17,TSPAN17,5,176647387.0,176659058.0,1.0,False
TSPAN18,TSPAN18,11,44726322.0,44932427.0,1.0,False
TSPAN2,TSPAN2,1,115048011.0,115089503.0,-1.0,False
TSPAN3,TSPAN3,15,77041404.0,77083984.0,-1.0,False
TSPAN31,TSPAN31,12,57738013.0,57750219.0,1.0,False
TSPAN32,TSPAN32,11,2301990.0,2318204.0,1.0,False
TSPAN33,TSPAN33,7,129144690.0,129169699.0,1.0,False
TSPAN4,TSPAN4,11,840686.0,867120.0,1.0,False
TSPAN5,TSPAN5,4,98470365.0,98658690.0,-1.0,False
TSPO,TSPO,22,43151077.0,43163246.0,1.0,False
TSPOAP1,TSPOAP1,17,58301228.0,58328795.0,-1.0,False
TSPOAP1-AS1,TSPOAP1-AS1,17,58324472.0,58415766.0,1.0,False
TSPYL1,TSPYL1,6,116267760.0,116279930.0,-1.0,False
TSPYL2,TSPYL2,X,53082326.0,53088541.0,1.0,False
TSPYL4,TSPYL4,6,116249964.0,116254075.0,-1.0,False
TSPYL5,TSPYL5,8,97273488.0,97277928.0,-1.0,False
TSR1,TSR1,17,2322392.0,2336657.0,-1.0,False
TSR2,TSR2,X,54440402.0,54448032.0,1.0,False
TSR3,TSR3,16,1349237.0,1351878.0,-1.0,False
TSSC4,TSSC4,11,2400488.0,2403878.0,1.0,False
TST,TST,22,37010859.0,37024797.0,-1.0,False
TSTD1,TSTD1,1,161037631.0,161038977.0,-1.0,False
TSTD2,TSTD2,9,97600080.0,97633377.0,-1.0,False
TSTD3,TSTD3,6,99520976.0,99589899.0,1.0,False
TTBK2,TTBK2,15,42738730.0,42920850.0,-1.0,False
TTC1,TTC1,5,160009100.0,160065550.0,1.0,False
TTC12,TTC12,11,113314579.0,113383544.0,1.0,False
TTC13,TTC13,1,230902945.0,230978893.0,-1.0,False
TTC14,TTC14,3,180602163.0,180617828.0,1.0,False
TTC16,TTC16,9,127716079.0,127731590.0,1.0,False
TTC17,TTC17,11,43358920.0,43494933.0,1.0,False
TTC19,TTC19,17,15999783.0,16045015.0,1.0,False
TTC21A,TTC21A,3,39107194.0,39140973.0,1.0,False
TTC21B,TTC21B,2,165857475.0,165953851.0,-1.0,False
TTC22,TTC22,1,54779712.0,54801323.0,-1.0,False
TTC27,TTC27,2,32628032.0,32821051.0,1.0,False
TTC28,TTC28,22,27978014.0,28679840.0,-1.0,False
TTC3,TTC3,21,37073226.0,37203112.0,1.0,False
TTC31,TTC31,2,74483061.0,74494999.0,1.0,False
TTC32,TTC32,2,19896631.0,19902001.0,-1.0,False
TTC33,TTC33,5,40512333.0,40755963.0,-1.0,False
TTC34,TTC34,1,2636986.0,2801693.0,-1.0,False
TTC38,TTC38,22,46267961.0,46295097.0,1.0,False
TTC39B,TTC39B,9,15163622.0,15307360.0,-1.0,False
TTC39C,TTC39C,18,23992773.0,24135970.0,1.0,False
TTC39C-AS1,TTC39C-AS1,18,23987749.0,24015521.0,-1.0,False
TTC4,TTC4,1,54715835.0,54742657.0,1.0,False
TTC5,TTC5,14,20256558.0,20305963.0,-1.0,False
TTC7A,TTC7A,2,46915869.0,47076137.0,1.0,False
TTC8,TTC8,14,88824153.0,88881078.0,1.0,False
TTC9,TTC9,14,70641665.0,70675366.0,1.0,False
TTC9C,TTC9C,11,62727687.0,62740293.0,1.0,False
TTF1,TTF1,9,132375548.0,132406851.0,-1.0,False
TTF2,TTF2,1,117060294.0,117107453.0,1.0,False
TTI1,TTI1,20,37983007.0,38033461.0,-1.0,False
TTI2,TTI2,8,33473386.0,33513185.0,-1.0,False
TTL,TTL,2,112482113.0,112541739.0,1.0,False
TTLL1,TTLL1,22,43039516.0,43089427.0,-1.0,False
TTLL11,TTLL11,9,121815674.0,122093606.0,-1.0,False
TTLL12,TTLL12,22,43166622.0,43187134.0,-1.0,False
TTLL3,TTLL3,3,9808086.0,9855138.0,1.0,False
TTLL4,TTLL4,2,218710809.0,218755416.0,1.0,False
TTLL5,TTLL5,14,75633625.0,75955084.0,1.0,False
TTN,TTN,2,178525989.0,178830802.0,-1.0,False
